NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD,MES DE PUBLICACION,AÑO DE PUBLICACIÓN
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2011,7,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2011,457,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2011,108,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2011,60,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUATRIMOTO,2011,13,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MICROBUS,2011,2,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2011,341,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2011,10991,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2011,168,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2011,2,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2011,18,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2011,22,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2011,17,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2011,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,TRACTOCAMION,2011,3,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2012,11,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMPERO,2012,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MICROBUS,2012,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2012,50,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2012,373,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2012,138,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2012,31,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUATRIMOTO,2012,6,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2012,226,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2012,10451,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2012,167,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2012,6,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2012,20,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2012,23,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2012,5,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2012,54,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,TRACTOCAMION,2012,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,VOLQUETA,2012,5,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,AUTOMOVIL,2013,5,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,BUSETA,2013,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMION,2013,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2013,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMPERO,2013,3,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2013,53,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2013,236,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2013,135,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2013,27,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUATRIMOTO,2013,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2013,123,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2013,10753,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2013,144,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2013,1,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2013,12,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2013,17,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2013,18,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2013,15,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,TRACTOCAMION,2013,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMION,2014,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2014,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2014,46,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2014,150,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,BUSETA,2014,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2014,67,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2014,10,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2014,55,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2014,8781,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2014,114,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2014,10,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2014,8,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2014,13,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2014,5,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2014,1,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,VOLQUETA,2014,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2015,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GATOR,2015,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2015,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2015,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2015,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2015,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2015,4,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2015,128,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2015,45,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2015,5,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUATRIMOTO,2015,2,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2015,104,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2015,8776,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2015,97,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2015,28,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2015,9,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2015,17,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMPERO,2015,1,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2015,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2015,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,VOLQUETA,2015,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2016,5,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COMPACTADOR,2016,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,DUMPER (VOLQUETA ARTICULADA),2016,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2016,41,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GRUA,2016,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2016,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2016,8,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2016,8,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2016,4,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2016,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2016,90,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,BUS,2016,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2016,36,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2016,7,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUATRIMOTO,2016,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2016,109,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2016,6500,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2016,40,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2016,59,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2016,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2016,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2016,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2016,7,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,APLANADORA,2017,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2017,18,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2017,17,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,DUMPER (VOLQUETA ARTICULADA),2017,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2017,39,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2017,10,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2017,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2017,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROCARGADOR,2017,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2017,36,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2017,7,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR SOBRE ORUGA,2017,4,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,BUS,2017,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,BUSETA,2017,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMION,2017,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2017,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMPERO,2017,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2017,12,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2017,151,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMION,2017,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2017,56,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2017,9,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2017,86,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2017,5483,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2017,71,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2017,59,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2017,11,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2017,16,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2017,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2017,56,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,VOLQUETA,2017,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2018,5,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2018,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2018,15,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2018,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI RETROEXCAVADORA,2018,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2018,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2018,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2018,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2018,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2018,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2018,3,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2018,56,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMION,2018,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2018,38,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2018,4,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2018,61,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2018,5342,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2018,55,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2018,10,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUSETA,2018,17,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2018,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2018,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MICROBUS,2018,11,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2018,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2019,8,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2019,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2019,27,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2019,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2019,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2019,49,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2019,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PAVIMENTADORA,2019,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PLATAFORMA DE ELEVACION,2019,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROCARGADOR,2019,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2019,10,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2019,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMION,2019,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2019,6,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2019,59,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2019,27,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2019,7,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CICLOMOTOR,2019,11,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2019,68,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2019,3951,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2019,48,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUSETA,2019,61,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2019,11,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2019,17,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2019,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2020,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2020,7,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARRETILLA ELEVADORA,2020,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COMPACTADOR,2020,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2020,15,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GRUA,2020,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2020,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2020,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2020,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2020,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2020,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PAVIMENTADORA,2020,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2020,8,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2020,10,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2020,3,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2020,5,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2020,40,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2020,16,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2020,3,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CICLOMOTOR,2020,23,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2020,71,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2020,2167,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,TRICIMOTO,2020,1,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2020,14,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUS,2020,5,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,BUSETA,2020,6,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2020,3,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2020,8,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMPERO,2020,1,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2020,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,AUTOHORMIGONERA,2021,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2021,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CAMIÓN GRÚA,2021,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2021,10,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARRETILLA ELEVADORA,2021,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COMPACTADOR,2021,9,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,DUMPER (VOLQUETA ARTICULADA),2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2021,53,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GRUA,2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2021,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2021,18,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2021,7,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PAVIMENTADORA,2021,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PERFORADORA,2021,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2021,26,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2021,8,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2021,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2021,65,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2021,57,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2021,31,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2021,6,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CICLOMOTOR,2021,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2021,88,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2021,3846,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2021,23,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2021,6,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2021,11,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2021,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,AUTOHORMIGONERA,2022,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2022,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2022,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COMPACTADOR,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2022,28,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GRUA,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINI EXCAVADORA,2022,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2022,8,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2022,6,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2022,5,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PAVIMENTADORA,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROCARGADOR,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2022,23,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,SEMIREMOLQUE,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2022,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2022,8,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,BUS,2022,2,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2022,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2022,6,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2022,62,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMION,2022,2,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2022,26,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMPERO,2022,6,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CICLOMOTOR,2022,55,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CUADRICICLO,2022,1,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCARRO,2022,128,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,MOTOCICLETA,2022,3942,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,AUTOMOVIL,2022,21,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMION,2022,4,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,CAMIONETA,2022,8,ABRIL,2025
ITAGUI,PÚBLICO,ACTIVO,MOTOCARRO,2022,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,AUTOHORMIGONERA,2023,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,BULDOZER,2023,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARGADOR,2023,7,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,CARRETILLA ELEVADORA,2023,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COMPACTADOR,2023,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,COSECHADORA,2023,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,EXCAVADORA,2023,34,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,GRUA,2023,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MANIPULADOR TELESCOPICO,2023,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MINICARGADOR,2023,9,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MONTACARGAS,2023,16,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,MOTONIVELADORA,2023,3,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PERFORADORA,2023,4,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,PLATAFORMA DE ELEVACION,2023,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,RETROEXCAVADORA,2023,12,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR,2023,1,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,TRACTOR SOBRE ORUGA,2023,2,ABRIL,2025
ITAGUI,NO REGISTRA,ACTIVO,VIBROCOMPACTADORA,2023,3,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMION,2023,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,CAMIONETA,2023,1,ABRIL,2025
ITAGUI,OFICIAL,ACTIVO,MOTOCICLETA,2023,8,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,AUTOMOVIL,2023,23,ABRIL,2025
ITAGUI,PARTICULAR,ACTIVO,CAMIONETA,2023,11,ABRIL,2025
