NOMBRE_MUNICIPIO,NOMBRE_SERVICIO,ESTADO_DEL_VEHICULO,NOMBRE_DE_LA_CLASE,FECHA DE REGISTRO,CANTIDAD,MES DE PUBLICACION,AÑO DE PUBLICACIÓN
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1947,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1948,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1948,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1950,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1950,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1951,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1951,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1952,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1952,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1952,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,BUSETA,1953,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1953,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1953,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1953,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1953,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1954,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1954,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1955,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1955,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1955,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1955,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1956,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1956,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1956,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1959,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1959,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1960,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1960,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1960,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1960,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1960,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1961,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1961,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1962,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1962,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1963,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1963,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1964,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1964,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1964,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1965,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1965,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1966,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1966,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1966,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1966,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1966,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1966,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1967,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1968,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1968,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1968,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1968,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1968,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1968,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1969,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1969,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1969,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1970,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1970,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1970,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1970,4,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1970,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1971,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1971,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1971,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1971,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1971,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,BUS,1972,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1972,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1972,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1972,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1972,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1972,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1972,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1973,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1973,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1973,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1973,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1974,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1974,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1974,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1974,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1974,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1975,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1975,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1975,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1976,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1976,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1976,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1976,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1976,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1977,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1977,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1977,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1977,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1977,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1978,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1978,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1978,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1978,10,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1978,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1978,17,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1978,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1978,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1978,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1979,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1979,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1979,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1979,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1979,8,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1979,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1979,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1980,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1980,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1980,11,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1980,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1980,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1980,13,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1980,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1980,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1981,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1981,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1981,11,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1981,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1981,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1981,8,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1981,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1982,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1982,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1982,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1982,10,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1982,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1982,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1982,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1982,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1983,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1983,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1983,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1983,12,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1983,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1983,4,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1983,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1983,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1983,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1984,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1984,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1984,4,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1984,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1984,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1985,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1985,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1985,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1985,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1985,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1985,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1986,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1986,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1986,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1986,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1986,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1986,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1986,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1986,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1987,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1987,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1987,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1987,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1987,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1988,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1988,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1988,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1988,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1988,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1988,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1989,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1989,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1989,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1989,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1989,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1989,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1989,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1990,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1990,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1990,4,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1990,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1990,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1991,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1991,9,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1991,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MICROBUS,1991,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1991,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1991,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1991,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1992,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1992,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1992,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1992,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1992,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1992,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1992,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1992,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMPERO,1992,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1992,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1992,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1993,7,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1993,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1993,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1993,17,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1993,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1993,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1993,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1993,18,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1993,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1993,2,ABRIL,2025
BARBOSA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,1994,1,ABRIL,2025
BARBOSA,OFICIAL,ACTIVO,MOTOCICLETA,1994,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1994,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1994,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1994,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MAQ. AGRICOLA,1994,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1994,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCARRO,1994,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1994,477,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOTRICICLO,1994,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1994,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1994,15,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1994,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1994,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1994,5,ABRIL,2025
BARBOSA,NO REGISTRA,ACTIVO,SEMIREMOLQUE,1995,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1995,7,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1995,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1995,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1995,113,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1995,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1995,16,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1995,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1995,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1995,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1996,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1996,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1996,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1996,7,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1996,66,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1996,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1996,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1996,14,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1996,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1996,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1996,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1997,4,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1997,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1997,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1997,8,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1997,46,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1997,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1997,18,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1997,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1997,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1997,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1998,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1998,7,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1998,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1998,13,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1998,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1998,240,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1998,3,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,1998,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1998,8,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,1998,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,MICROBUS,1998,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1998,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,1998,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,1999,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,1999,7,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,1999,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,1999,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MAQ. INDUSTRIAL,1999,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,1999,217,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,1999,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,1999,7,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,1999,1,ABRIL,2025
BARBOSA,OTROS,ACTIVO,CAMPERO,2000,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,2000,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMION,2000,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,2000,5,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,2000,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,2000,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,2000,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,MICROBUS,2000,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,2000,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,2001,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,2001,2,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,2001,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MICROBUS,2001,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,2001,15,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,2001,5,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,2001,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,MICROBUS,2001,2,ABRIL,2025
BARBOSA,OFICIAL,ACTIVO,MOTOCICLETA,2002,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,2002,9,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,2002,6,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,2002,3,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,2002,24,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,2002,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUSETA,2002,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMION,2002,11,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,CAMIONETA,2002,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,MICROBUS,2002,1,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,TRACTOCAMION,2002,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,VOLQUETA,2002,3,ABRIL,2025
BARBOSA,OFICIAL,ACTIVO,BUS,2003,1,ABRIL,2025
BARBOSA,OFICIAL,ACTIVO,MOTOCICLETA,2003,1,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,AUTOMOVIL,2003,42,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMIONETA,2003,16,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,CAMPERO,2003,32,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,MOTOCICLETA,2003,164,ABRIL,2025
BARBOSA,PARTICULAR,ACTIVO,VOLQUETA,2003,2,ABRIL,2025
BARBOSA,PÚBLICO,ACTIVO,BUS,2003,6,ABRIL,2025
